Mag,Long,Lat,Depth,Year,Mo,Day,Hr,Min,Sec,Cat,Depthneg
1.13,-112.7888,41.3962,6.4,2002,11,29,14,16,4.01,10,-6.4
0.91,-112.5598,41.9172,6.4,2003,5,3,3,25,37.09,10,-6.4
0.79,-112.6743,41.905,6.4,2003,6,12,6,57,34.37,10,-6.4
0.72,-112.3913,41.9473,6.4,2003,6,12,18,20,42.04,10,-6.4
3.28,-111.7865,36.956,6.4,2003,7,8,2,55,46.87,10,-6.4
1.41,-112.9967,41.4242,6.4,2003,9,3,16,10,25.78,10,-6.4
1.05,-112.6067,41.8912,6.4,2003,10,3,0,16,53.84,10,-6.4
0.93,-111.679,41.338,6.4,2003,12,13,13,20,7.01,10,-6.4
1.18,-112.1637,38.3015,6.4,2004,1,19,4,21,31.27,10,-6.4
2.21,-111.5527,39.3198,6.4,2004,4,26,17,17,6.05,10,-6.4
2.27,-112.5462,37.5203,6.4,2005,8,17,3,7,43.8,10,-6.4
1.26,-111.4807,40.4467,6.4,2005,8,21,16,20,23.65,10,-6.4
0.48,-112.3425,41.8372,6.4,2005,11,19,13,37,28.15,10,-6.4
0.86,-112.238,38.3415,6.4,2005,11,22,3,20,51.71,10,-6.4
0.63,-112.321,41.93,6.4,2006,1,25,20,16,57.17,10,-6.4
0.72,-111.5695,40.717,6.4,2007,4,6,4,48,19.26,10,-6.4
0.62,-112.4217,41.6922,6.4,2007,5,26,15,41,22.86,10,-6.4
0.41,-112.2093,41.8073,6.4,2008,2,2,15,11,0.42,10,-6.4
1.86,-111.6602,39.9318,6.4,2008,2,6,23,23,9.02,10,-6.4
2.4,-111.3695,42.2493,6.4,2008,4,3,14,13,5.87,10,-6.4
0.7,-111.4532,40.5108,6.4,2008,4,3,22,20,22.15,10,-6.4
0.52,-112.4148,41.852,6.4,2008,8,28,13,39,49.31,10,-6.4
1.64,-113.1268,37.4585,6.4,2008,9,1,14,10,49.79,10,-6.4
1.9,-112.6555,38.172,6.4,2008,9,18,16,18,2.09,10,-6.4
0.47,-112.1918,41.607,6.4,2008,10,18,9,52,58.24,10,-6.4
1.48,-111.504,41.8928,6.4,2009,1,2,4,9,48.33,10,-6.4
1.24,-112.1967,41.6363,6.4,2009,4,5,4,42,34.81,10,-6.4
0.8,-111.9765,40.4923,6.4,2010,5,9,11,5,37.11,10,-6.4
1.57,-111.1102,38.0295,6.4,2010,7,3,22,13,44.34,10,-6.4
0.86,-112.52,38.6408,6.4,2010,9,25,17,1,22.23,10,-6.4
0.86,-111.5682,41.8392,6.4,2010,12,4,6,12,25.15,10,-6.4
1.07,-112.9303,41.4228,6.5,2000,1,22,22,27,2.7,10,-6.5
2.12,-114.1443,37.9415,6.5,2000,4,14,4,13,34.4,10,-6.5
0.69,-111.403,40.414,6.5,2000,5,3,19,54,55.47,10,-6.5
1.25,-112.6257,42.012,6.5,2000,9,24,7,8,57.22,10,-6.5
1.12,-112.8835,41.4117,6.5,2000,10,17,1,25,57.08,10,-6.5
1.62,-112.8897,41.4162,6.5,2000,10,18,20,43,29.62,10,-6.5
-0.02,-111.2417,40.7107,6.5,2000,11,27,1,20,23.27,10,-6.5
2.9,-112.7492,37.6888,6.5,2001,5,26,6,11,14.58,10,-6.5
1.63,-112.458,38.5603,6.5,2001,11,19,23,52,5.53,10,-6.5
2.2,-113.35,37.6077,6.5,2002,7,18,4,14,10.47,10,-6.5
0.87,-111.473,40.7533,6.5,2002,9,30,23,40,37.65,10,-6.5
2.38,-112.2003,42.1855,6.5,2002,11,17,9,15,18.62,10,-6.5
0.98,-111.3778,40.3395,6.5,2003,4,14,9,1,21.7,10,-6.5
1.74,-114.1418,37.7087,6.5,2003,6,3,18,38,25.6,10,-6.5
1.03,-112.671,41.9093,6.5,2003,6,4,18,24,39.27,10,-6.5
1.7,-112.5923,41.9693,6.5,2003,9,9,21,41,40.65,10,-6.5
2.02,-112.7933,41.776,6.5,2003,10,19,19,23,8.13,10,-6.5
1.11,-111.1425,40.347,6.5,2003,11,18,20,2,33.83,10,-6.5
2.11,-111.9347,38.9867,6.5,2003,12,25,7,50,4.04,10,-6.5
1.91,-111.9413,39.6635,6.5,2004,3,18,21,29,54.38,10,-6.5
0.99,-112.6485,41.8287,6.5,2004,4,10,21,15,13.72,10,-6.5
0.89,-112.6763,41.7935,6.5,2004,4,26,5,28,17.46,10,-6.5
0.59,-112.3682,41.8053,6.5,2004,6,12,5,7,51.77,10,-6.5
1.87,-112.4477,41.9988,6.5,2004,12,8,5,8,53.67,10,-6.5
0.88,-112.001,41.9498,6.5,2004,12,9,15,19,8.11,10,-6.5
0.7,-112.5702,41.9092,6.5,2005,2,7,10,12,55.19,10,-6.5
1.47,-111.9733,41.9662,6.5,2005,5,26,11,5,17.96,10,-6.5
0.89,-111.9467,40.4003,6.5,2005,6,2,9,21,35.71,10,-6.5
1.19,-111.177,42.243,6.5,2005,9,9,9,6,3.44,10,-6.5
0.86,-112.2443,38.2983,6.5,2005,11,28,9,28,33.2,10,-6.5
0.88,-111.9333,40.7152,6.5,2006,2,21,3,10,54.99,10,-6.5
1.92,-111.5055,39.0518,6.5,2006,7,17,22,20,29.51,10,-6.5
2.44,-112.5415,41.9062,6.5,2006,7,24,22,11,22.77,10,-6.5
1.04,-112.6608,41.7767,6.5,2006,10,12,16,3,38.34,10,-6.5
1.27,-112.0912,41.6405,6.5,2007,3,9,13,59,1.95,10,-6.5
1.24,-112.7195,41.8597,6.5,2007,4,27,23,23,46.47,10,-6.5
0.75,-111.338,40.5768,6.5,2007,6,14,0,42,59.19,10,-6.5
1.25,-112.5175,37.5372,6.5,2007,7,4,8,31,55.94,10,-6.5
0.51,-112.3235,41.6417,6.5,2007,9,2,8,56,53.01,10,-6.5
1.3,-112.3207,37.5295,6.5,2007,12,10,7,21,6.86,10,-6.5
0.68,-112.6122,41.7372,6.5,2008,6,18,9,4,45.11,10,-6.5
0.76,-112.6308,41.7048,6.5,2008,9,25,22,16,40.52,10,-6.5
1.64,-111.93,39.1533,6.5,2009,1,6,4,27,22.99,10,-6.5
-0.18,-111.5105,40.5838,6.5,2009,4,2,4,6,51.27,10,-6.5
2.03,-111.5493,38.8237,6.5,2009,4,3,14,47,12.85,10,-6.5
0.5,-111.6005,40.745,6.5,2009,5,17,8,1,3.34,10,-6.5
0.36,-112.2045,41.8113,6.5,2009,6,4,6,56,38.64,10,-6.5
1.9,-112.5485,40.8602,6.5,2009,6,13,21,29,47.36,10,-6.5
1.23,-113.8867,36.7975,6.5,2009,7,4,2,57,9.5,10,-6.5
1.02,-111.4605,40.5103,6.5,2009,12,30,10,4,57.5,10,-6.5
1.32,-111.5437,42.1125,6.5,2010,4,18,9,59,17.37,10,-6.5
1.63,-112.8087,38.4998,6.5,2010,4,25,13,17,28.49,10,-6.5
0.87,-112.5443,42.054,6.5,2010,7,1,8,12,46.34,10,-6.5
1.57,-111.5652,42.4355,6.5,2010,7,7,10,58,46.93,10,-6.5
1.46,-113.2238,37.6362,6.5,2010,8,18,21,8,32.68,10,-6.5
0.47,-112.707,41.9568,6.5,2010,12,14,3,5,27.01,10,-6.5
1.62,-113.43,37.4417,6.6,2000,3,15,11,41,47.41,10,-6.6
1.36,-112.695,41.8523,6.6,2000,3,16,3,10,57.48,10,-6.6
0.55,-111.9568,40.7483,6.6,2000,4,29,14,42,14.48,10,-6.6
1.03,-112.8648,41.4193,6.6,2000,5,26,1,58,59.06,10,-6.6
1.65,-113.4863,36.8938,6.6,2000,6,13,19,7,21.76,10,-6.6
1.51,-112.0808,41.1323,6.6,2000,7,14,1,29,28.76,10,-6.6
0.46,-111.676,41.7117,6.6,2000,7,19,1,46,29.85,10,-6.6
0.69,-112.5472,41.9088,6.6,2000,8,2,8,14,20.2,10,-6.6
2.11,-112.8778,41.4155,6.6,2000,10,18,16,5,56.17,10,-6.6
1.74,-111.7675,36.8203,6.6,2000,11,4,21,33,45.77,10,-6.6
1.67,-112.055,38.7905,6.6,2000,11,8,22,37,35.58,10,-6.6
-0.44,-111.2365,40.7007,6.6,2000,11,20,10,52,19.96,10,-6.6
0.36,-111.2368,40.6997,6.6,2000,11,26,18,14,26.2,10,-6.6
1.45,-111.3972,40.7517,6.6,2001,1,7,16,40,26.25,10,-6.6
2.39,-110.3192,41.3287,6.6,2001,4,2,13,36,34.62,10,-6.6
0.95,-112.3937,41.7937,6.6,2001,8,15,22,47,34.11,10,-6.6
2.3,-112.3518,41.8728,6.6,2002,3,28,7,11,5.23,10,-6.6
0.92,-112.1175,38.6522,6.6,2002,7,10,2,49,1.22,10,-6.6
1.9,-111.5015,38.8292,6.6,2002,11,8,3,20,1.69,10,-6.6
2.72,-111.5107,38.8377,6.6,2002,11,8,3,27,34.41,10,-6.6
1.09,-111.6217,40.7238,6.6,2002,12,9,16,34,47.25,10,-6.6
0.8,-112.5573,41.9033,6.6,2003,6,18,10,6,9.31,10,-6.6
0.57,-112.341,41.738,6.6,2003,7,15,6,14,52.62,10,-6.6
1.33,-111.594,38.2212,6.6,2003,8,27,22,27,51.96,10,-6.6
1.48,-112.8843,41.423,6.6,2003,12,7,3,5,33.79,10,-6.6
1.23,-111.8123,42.0083,6.6,2004,2,25,1,5,16.03,10,-6.6
0.88,-112.6377,42.0253,6.6,2004,5,11,14,40,49.84,10,-6.6
1.53,-113.1317,37.7437,6.6,2004,12,18,2,26,4.37,10,-6.6
1.28,-113.1342,37.742,6.6,2004,12,18,17,55,26.95,10,-6.6
1.14,-111.4953,42.4197,6.6,2005,3,14,7,46,8.29,10,-6.6
0.93,-111.3083,40.5358,6.6,2005,5,1,21,39,3.7,10,-6.6
2.3,-114.1433,37.643,6.6,2005,8,1,18,36,30.69,10,-6.6
2.74,-111.4908,42.4002,6.6,2006,7,3,12,20,1.52,10,-6.6
1.95,-111.4972,38.8267,6.6,2006,7,4,5,19,16.05,10,-6.6
2.23,-111.5505,39.7182,6.6,2006,7,25,19,53,0.59,10,-6.6
1.42,-113.0157,38.1513,6.6,2006,10,11,17,50,8.27,10,-6.6
2.32,-111.5235,42.42,6.6,2006,11,30,2,52,10.68,10,-6.6
1.83,-112.5767,42.0308,6.6,2007,3,25,18,36,46.44,10,-6.6
0.84,-112.5613,42.1198,6.6,2007,4,24,23,23,23.07,10,-6.6
1.43,-112.3273,37.5223,6.6,2007,10,24,1,40,26.71,10,-6.6
1.89,-111.558,42.3322,6.6,2007,12,25,6,43,38.69,10,-6.6
1.88,-109.5947,40.6348,6.6,2008,1,11,12,53,41,10,-6.6
1.32,-112.325,37.526,6.6,2008,5,22,1,21,9.95,10,-6.6
1.34,-112.2807,37.5367,6.6,2008,5,22,1,21,27.1,10,-6.6
1.31,-111.4977,38.8408,6.6,2008,6,18,20,4,45.84,10,-6.6
1.2,-112.7432,38.0533,6.6,2008,8,1,20,34,37.88,10,-6.6
1.33,-111.1315,41.6837,6.6,2008,8,30,23,15,39.46,10,-6.6
1.59,-112.7332,41.8498,6.6,2008,10,16,6,43,19.11,10,-6.6
1.13,-112.458,41.9702,6.6,2008,12,30,7,54,42.02,10,-6.6
1.34,-111.7317,41.4693,6.6,2009,3,11,19,57,51.91,10,-6.6
2.7,-110.4882,37.6758,6.6,2009,3,30,22,35,16.47,10,-6.6
-0.26,-111.5185,40.6187,6.6,2009,4,2,5,13,53.43,10,-6.6
1.13,-112.4893,42.1498,6.6,2009,5,4,1,9,45.97,10,-6.6
0.61,-112.2042,41.8155,6.6,2009,6,4,10,51,11.57,10,-6.6
0.89,-112.4632,41.983,6.6,2010,4,4,20,55,18.4,10,-6.6
0.61,-112.2068,41.8165,6.6,2010,4,10,14,30,18.55,10,-6.6
2.31,-111.6552,42.4872,6.6,2010,4,18,1,23,32.84,10,-6.6
1.32,-111.5078,41.7715,6.6,2010,4,25,16,6,7.31,10,-6.6
0.6,-112.084,41.8645,6.6,2010,6,8,20,8,4.29,10,-6.6
1.1,-112.3387,41.6473,6.6,2010,7,5,17,6,34.76,10,-6.6
0.33,-112.14,41.4672,6.6,2010,8,6,6,47,53.28,10,-6.6
0.58,-112.0308,40.7363,6.6,2010,11,5,19,35,15.22,10,-6.6
2.03,-112.8362,37.9788,6.7,2000,2,3,23,31,38.91,10,-6.7
1.76,-113.068,37.7507,6.7,2000,8,3,0,19,46.17,10,-6.7
0.84,-111.5507,40.7155,6.7,2000,10,20,15,46,13.05,10,-6.7
0,-111.3537,40.6177,6.7,2000,10,27,22,30,30.12,10,-6.7
2.28,-112.0437,38.7973,6.7,2000,11,8,21,17,25.87,10,-6.7
1.14,-112.0578,38.7873,6.7,2000,11,27,13,47,15.35,10,-6.7
1.7,-110.9347,40.9068,6.7,2001,1,18,22,22,25.67,10,-6.7
0.96,-112.0318,40.7278,6.7,2001,1,29,21,3,3.57,10,-6.7
1.09,-112.558,38.6355,6.7,2001,2,10,11,0,51.28,10,-6.7
3.05,-114.1782,40.7117,6.7,2001,2,14,17,4,9.87,10,-6.7
1.08,-113.0732,37.6755,6.7,2001,8,3,13,30,39.4,10,-6.7
1.33,-112.5993,41.8843,6.7,2001,8,28,4,7,22.95,10,-6.7
0.97,-112.3695,41.9198,6.7,2001,10,16,9,19,56.07,10,-6.7
1.92,-111.8975,41.9863,6.7,2001,11,6,1,24,25.6,10,-6.7
0.94,-111.701,40.9403,6.7,2001,12,31,14,27,51.3,10,-6.7
0.93,-112.1723,39.0735,6.7,2002,5,30,2,31,37.86,10,-6.7
2.3,-112.8292,41.693,6.7,2002,7,17,14,22,46.85,10,-6.7
1.88,-112.9157,41.1363,6.7,2002,9,3,19,28,14.46,10,-6.7
0.79,-112.572,42.0302,6.7,2002,9,22,10,1,42.35,10,-6.7
0.91,-111.5735,40.7497,6.7,2002,11,4,4,42,29.27,10,-6.7
1.17,-112.6925,41.9175,6.7,2003,3,20,15,12,36.91,10,-6.7
0.4,-111.4442,40.3437,6.7,2003,7,21,10,59,17.71,10,-6.7
0.27,-111.4013,40.4618,6.7,2003,8,25,13,4,29.24,10,-6.7
1.11,-112.1028,38.8013,6.7,2003,10,9,19,52,55.26,10,-6.7
1.96,-112.6078,38.7108,6.7,2003,11,23,4,14,57.01,10,-6.7
2.01,-112.6033,38.711,6.7,2003,11,24,6,53,56.78,10,-6.7
1.45,-112.8733,37.8235,6.7,2004,2,7,14,5,12.37,10,-6.7
1.1,-112.567,41.9048,6.7,2004,2,10,22,1,22.33,10,-6.7
1.24,-111.5622,42.4272,6.7,2004,3,12,22,3,32.54,10,-6.7
1.45,-112.5892,41.895,6.7,2004,4,16,21,33,52.92,10,-6.7
1.42,-112.3612,41.5485,6.7,2005,2,3,15,39,16.27,10,-6.7
2.01,-113.0738,38.1597,6.7,2005,3,8,2,55,28.24,10,-6.7
2.09,-112.5438,37.5268,6.7,2005,6,25,3,38,35.44,10,-6.7
0.34,-112.2343,41.8032,6.7,2005,7,23,6,35,44.87,10,-6.7
0.19,-112.1983,41.5752,6.7,2005,8,9,3,1,49.01,10,-6.7
0.85,-112.2398,42.185,6.7,2005,8,20,7,10,51.64,10,-6.7
0.86,-112.8247,41.8127,6.7,2006,4,21,9,50,32.3,10,-6.7
1.58,-112.8025,41.8058,6.7,2006,4,23,7,32,38.9,10,-6.7
3.04,-112.7527,41.796,6.7,2006,5,20,16,51,46.1,10,-6.7
3.13,-111.4957,42.405,6.7,2006,6,30,17,28,56.69,10,-6.7
2.85,-111.5113,42.4147,6.7,2006,7,2,22,16,58.69,10,-6.7
0.89,-112.4873,41.8615,6.7,2006,7,12,6,0,57.87,10,-6.7
0.4,-112.4123,41.8865,6.7,2006,7,23,11,11,56.83,10,-6.7
1.86,-111.4988,42.4923,6.7,2007,1,20,17,26,11.55,10,-6.7
1.4,-110.4895,39.263,6.7,2007,2,20,8,32,15.05,10,-6.7
2.42,-112.5637,42.0277,6.7,2007,3,25,18,21,39.49,10,-6.7
2.04,-111.9777,39.317,6.7,2007,5,22,5,12,41.9,10,-6.7
1.86,-111.97,39.328,6.7,2007,5,22,10,49,39.61,10,-6.7
2.17,-112.4865,37.5387,6.7,2007,7,4,1,18,14.62,10,-6.7
1.26,-113.1743,37.8035,6.7,2007,7,15,7,8,46.56,10,-6.7
1.54,-111.9528,38.9392,6.7,2007,8,24,6,42,34.84,10,-6.7
0.49,-111.5963,40.7245,6.7,2007,9,21,6,21,37.62,10,-6.7
1.22,-111.5477,42.3835,6.7,2007,10,6,10,12,32.03,10,-6.7
2.36,-111.5302,42.3563,6.7,2008,1,6,14,20,11.86,10,-6.7
2.31,-112.2083,41.8103,6.7,2008,2,8,21,59,25.27,10,-6.7
0.98,-110.7088,40.5625,6.7,2008,4,3,4,21,6.88,10,-6.7
0.98,-112.801,41.8095,6.7,2008,6,15,2,25,59.29,10,-6.7
0.39,-112.349,41.8893,6.7,2008,8,13,21,43,15.98,10,-6.7
1.3,-112.5963,41.9395,6.7,2008,10,10,11,56,27.99,10,-6.7
0.89,-112.2107,41.5077,6.7,2008,10,17,14,46,7.28,10,-6.7
1.61,-111.5125,42.4148,6.7,2008,10,23,6,30,36.16,10,-6.7
2.3,-112.2582,41.64,6.7,2009,1,22,21,2,10.7,10,-6.7
2.36,-110.4242,37.62,6.7,2009,4,3,1,40,42.39,10,-6.7
1.4,-111.5082,41.893,6.7,2009,4,17,4,50,12.49,10,-6.7
1.99,-112.454,38.3782,6.7,2009,7,4,17,5,5.15,10,-6.7
1.74,-111.3625,38.8475,6.7,2009,7,23,16,31,57.06,10,-6.7
1.54,-113.0145,37.5685,6.7,2009,10,29,5,35,33.59,10,-6.7
1.14,-111.443,41.008,6.7,2010,2,26,8,28,10.42,10,-6.7
0.99,-113.1205,37.4353,6.7,2010,8,30,8,1,46.35,10,-6.7
1.57,-112.7857,42.0017,6.8,2000,3,7,15,43,55.8,10,-6.8
1.3,-112.5843,41.9185,6.8,2000,3,14,6,15,43.52,10,-6.8
0.83,-112.5705,38.6322,6.8,2000,5,18,9,42,49.42,10,-6.8
0.91,-113.2343,37.6742,6.8,2000,7,17,19,19,49,10,-6.8
0.85,-112.1238,42.2567,6.8,2000,7,26,23,0,35.72,10,-6.8
1.16,-112.5458,41.8807,6.8,2000,11,28,2,38,30.17,10,-6.8
0.55,-111.542,40.3238,6.8,2001,1,15,19,59,52.31,10,-6.8
1.71,-112.6152,41.8828,6.8,2001,1,18,19,37,17.51,10,-6.8
0.97,-111.9248,39.3645,6.8,2001,3,19,14,54,28.68,10,-6.8
1.14,-112.8878,41.414,6.8,2001,8,7,16,7,37.34,10,-6.8
0.43,-112.4512,38.5228,6.8,2001,8,7,22,17,40.41,10,-6.8
1.25,-112.8145,41.7865,6.8,2001,11,16,3,37,41.24,10,-6.8
1.64,-110.8638,39.1355,6.8,2002,7,17,6,12,20.26,10,-6.8
-0.06,-111.5815,40.6432,6.8,2002,7,28,11,29,36.78,10,-6.8
1.4,-111.9602,40.4062,6.8,2002,10,10,16,8,5.47,10,-6.8
0.86,-111.147,40.9605,6.8,2002,10,25,8,43,23.65,10,-6.8
1.49,-112.1595,41.3247,6.8,2002,11,4,9,26,34.47,10,-6.8
0.7,-112.2008,42.1992,6.8,2002,11,18,11,46,10.5,10,-6.8
1.35,-111.654,40.7192,6.8,2002,11,25,17,32,48.61,10,-6.8
1.59,-112.9198,37.6922,6.8,2002,12,5,8,47,10.3,10,-6.8
0.99,-111.9498,38.5872,6.8,2002,12,21,1,5,22.66,10,-6.8
1.12,-112.7315,41.911,6.8,2002,12,21,9,24,21.87,10,-6.8
1.38,-112.3083,41.6495,6.8,2003,1,25,3,48,3.2,10,-6.8
0.76,-111.415,40.4715,6.8,2003,3,7,23,48,16.39,10,-6.8
0.9,-111.4087,40.4705,6.8,2003,3,8,2,12,19.2,10,-6.8
1.5,-112.9008,40.9172,6.8,2003,3,28,18,57,54.94,10,-6.8
0.83,-113.0585,37.8572,6.8,2003,4,16,12,40,48.33,10,-6.8
1.19,-111.2975,40.0873,6.8,2003,5,1,16,55,41.18,10,-6.8
2.14,-113.65,36.8872,6.8,2003,7,16,8,22,22.9,10,-6.8
1.22,-113.9302,37.491,6.8,2003,9,23,19,50,12.34,10,-6.8
3.3,-111.7748,36.9517,6.8,2003,11,7,6,52,56.03,10,-6.8
1.19,-112.559,38.2583,6.8,2003,12,9,18,33,8.43,10,-6.8
-9.99,-111.9457,38.9602,6.8,2003,12,25,5,50,50.59,10,-6.8
2.15,-111.5708,39.5062,6.8,2004,1,13,6,41,2.27,10,-6.8
1.67,-112.6732,41.8042,6.8,2004,4,8,0,20,30.01,10,-6.8
0.15,-112.1945,41.5377,6.8,2004,4,11,6,50,6.23,10,-6.8
1.04,-111.9592,40.4892,6.8,2004,6,11,14,9,33.99,10,-6.8
0.94,-112.3515,41.7385,6.8,2004,10,14,16,2,37.8,10,-6.8
1.9,-113.1373,37.7417,6.8,2004,11,25,18,20,35.51,10,-6.8
1.56,-113.143,37.7273,6.8,2004,12,18,2,6,42.44,10,-6.8
0.65,-112.0777,42.1517,6.8,2005,1,9,6,33,4.72,10,-6.8
1.73,-111.5042,39.1167,6.8,2005,1,18,11,49,1.83,10,-6.8
2.98,-111.0663,37.5927,6.8,2005,4,8,3,45,33.25,10,-6.8
1.64,-113.362,41.4357,6.8,2005,4,28,4,55,36.32,10,-6.8
2,-112.5277,37.5162,6.8,2005,6,26,1,34,12.18,10,-6.8
1.5,-112.571,41.9375,6.8,2005,9,30,17,0,33.56,10,-6.8
0.9,-112.23,38.3122,6.8,2005,12,18,8,38,44.5,10,-6.8
0.41,-112.25,38.3192,6.8,2006,1,6,12,27,43.03,10,-6.8
0.86,-111.9713,38.6427,6.8,2006,5,16,23,38,46.17,10,-6.8
1.72,-111.4062,41.4108,6.8,2006,6,5,13,45,29.86,10,-6.8
1.1,-112.4192,41.8928,6.8,2006,9,27,8,43,9.35,10,-6.8
0.82,-112.2507,40.7452,6.8,2006,10,4,18,40,9.61,10,-6.8
1.06,-112.2498,38.3177,6.8,2006,12,9,10,1,41.32,10,-6.8
1.28,-111.9258,39.394,6.8,2007,3,16,21,2,52.69,10,-6.8
1.53,-111.5232,42.4842,6.8,2007,5,7,6,17,8.08,10,-6.8
1.23,-111.369,41.9165,6.8,2007,7,23,17,26,6.89,10,-6.8
1.36,-112.8633,37.2703,6.8,2007,8,14,4,45,22.05,10,-6.8
0.18,-112.3248,41.6448,6.8,2007,9,2,4,17,4.05,10,-6.8
1.02,-112.3165,41.6488,6.8,2007,9,2,16,50,4.68,10,-6.8
0.16,-111.595,40.713,6.8,2007,9,21,6,23,3.84,10,-6.8
1.95,-109.4912,41.6383,6.8,2007,10,10,12,35,27.65,10,-6.8
1.44,-110.5545,39.3423,6.8,2007,10,11,22,3,36.06,10,-6.8
0.32,-112.22,41.8097,6.8,2008,2,2,1,51,23.35,10,-6.8
1.83,-113.6198,36.9858,6.8,2008,3,26,18,1,56.96,10,-6.8
1.29,-113.5118,37.0117,6.8,2008,4,2,16,31,24.98,10,-6.8
1.7,-111.9617,39.3125,6.8,2008,4,22,19,33,23.04,10,-6.8
0.07,-111.528,40.5433,6.8,2008,5,6,8,41,8.93,10,-6.8
1.18,-113.1428,37.444,6.8,2008,6,5,16,48,31.21,10,-6.8
0.75,-110.9618,40.5163,6.8,2008,7,27,15,17,28.02,10,-6.8
1.54,-112.2287,37.53,6.8,2008,8,15,15,54,42.2,10,-6.8
0.82,-112.6853,41.8572,6.8,2008,8,20,17,31,27.26,10,-6.8
1.04,-112.3135,37.5337,6.8,2008,8,29,10,54,8.76,10,-6.8
0.53,-112.3797,41.7152,6.8,2008,10,23,16,12,47.71,10,-6.8
1.34,-112.2093,38.2377,6.8,2008,10,24,10,19,30.33,10,-6.8
1.11,-111.7237,40.7083,6.8,2009,2,11,9,37,32.83,10,-6.8
1.29,-112.696,41.813,6.8,2009,3,13,21,15,35.09,10,-6.8
3.15,-112.2172,41.8033,6.8,2009,6,6,11,14,10.84,10,-6.8
1.56,-111.5257,38.7945,6.8,2009,6,9,10,24,57.22,10,-6.8
1.11,-112.2395,38.3052,6.8,2009,8,19,4,0,54.95,10,-6.8
1.32,-110.7697,40.5188,6.8,2009,10,2,15,47,17.35,10,-6.8
0.57,-111.5747,41.6512,6.8,2009,11,12,4,23,26.4,10,-6.8
0.48,-112.2852,41.768,6.8,2010,2,20,10,24,18.91,10,-6.8
0.52,-112.1678,41.4148,6.8,2010,2,24,14,56,42.56,10,-6.8
1.07,-112.3948,41.6797,6.8,2010,3,2,3,9,28.73,10,-6.8
1.83,-112.1553,41.449,6.8,2010,4,12,0,7,12.07,10,-6.8
1.26,-111.9298,41.8762,6.8,2010,4,28,11,15,34.59,10,-6.8
0.94,-112.381,41.9335,6.8,2010,7,18,6,48,0.15,10,-6.8
0.86,-113.1327,37.4485,6.8,2010,7,27,21,52,55.23,10,-6.8
1.08,-112.6558,42.0262,6.8,2010,10,17,7,2,30.08,10,-6.8
0.48,-112.3783,41.9372,6.8,2010,12,19,22,24,17.98,10,-6.8
1.2,-111.8925,40.2425,6.9,2000,2,8,0,7,49.12,10,-6.9
1.31,-112.5827,41.9172,6.9,2000,3,14,7,4,29.38,10,-6.9
1.48,-112.8845,41.4175,6.9,2000,3,16,1,53,50.57,10,-6.9
1.41,-112.8913,41.4157,6.9,2000,3,16,2,2,46.77,10,-6.9
2.16,-112.6162,41.874,6.9,2000,4,4,6,51,31.32,10,-6.9
1.62,-112.1823,38.519,6.9,2000,4,16,5,0,21.22,10,-6.9
1.16,-110.9578,40.2188,6.9,2000,6,2,17,27,13.27,10,-6.9
1.07,-113.2505,37.5708,6.9,2000,9,26,23,37,53.28,10,-6.9
0.6,-112.4308,38.3775,6.9,2000,10,10,3,0,16.35,10,-6.9
1.04,-112.8828,41.4153,6.9,2000,10,17,8,34,34.72,10,-6.9
0.99,-112.0493,38.792,6.9,2000,11,8,20,54,25.4,10,-6.9
1.08,-112.0602,38.7958,6.9,2000,11,9,2,11,34.7,10,-6.9
1.28,-112.0505,38.7915,6.9,2000,11,9,7,13,3.52,10,-6.9
1.06,-112.0653,38.7897,6.9,2000,11,27,10,21,12.34,10,-6.9
1.39,-111.481,40.3747,6.9,2000,11,29,16,47,5.34,10,-6.9
1.81,-111.4843,40.3783,6.9,2000,11,29,21,29,59.69,10,-6.9
0.65,-112.0627,38.785,6.9,2000,12,1,9,20,20.91,10,-6.9
0.8,-112.0645,38.7817,6.9,2000,12,1,9,25,0.01,10,-6.9
0.25,-111.3263,39.5302,6.9,2000,12,28,20,50,12.88,10,-6.9
1.79,-110.8678,39.1373,6.9,2001,1,8,15,29,51.49,10,-6.9
0.72,-112.6292,42.0227,6.9,2001,2,23,10,3,33.85,10,-6.9
1.01,-112.5278,38.7085,6.9,2001,2,28,23,37,16.09,10,-6.9
0.9,-112.5272,38.6745,6.9,2001,3,13,3,7,10.31,10,-6.9
1.18,-112.5455,38.6518,6.9,2001,3,27,6,28,30.29,10,-6.9
1.36,-112.6638,38.0783,6.9,2001,4,8,17,17,33.82,10,-6.9
0.1,-111.5647,40.6733,6.9,2001,4,21,12,10,52.03,10,-6.9
1.2,-112.6058,38.6128,6.9,2001,5,21,5,9,40.13,10,-6.9
1.56,-111.8978,38.6662,6.9,2001,5,24,22,17,23.32,10,-6.9
0.1,-111.5988,40.6693,6.9,2001,6,6,6,10,53.21,10,-6.9
0.81,-111.8217,40.1742,6.9,2001,6,6,20,25,54.34,10,-6.9
1.09,-112.6813,38.2577,6.9,2001,7,7,11,24,16.07,10,-6.9
0.98,-112.7025,38.2053,6.9,2001,7,8,4,25,53.22,10,-6.9
0.06,-111.5845,40.6317,6.9,2001,12,29,6,13,24.16,10,-6.9
1.27,-112.1495,41.4465,6.9,2002,1,30,23,44,4.94,10,-6.9
